Organization,Conference,Acronym,Year,Publisher,Proceedings,"ISBN/ISSN",Category,Subcategory,CountPapers,CountCitations,h5
"SOBRAPO","Simpósio Brasileiro de Pesquisa Operacional","SBPO",2025,"Galoa","Anais do Simpósio Brasileiro de Pesquisa Operacional","2965-1476","Engineering & Computer Science","Operations Research",1620,54,3
